as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,7,2,1,1,1,108,2,1,1,41700,48,187,2107.06,1,5,5,8,1,5,69,9,0,2,1,5733,48.49,64300,89.67,1317,2031
7/9/05,7,1,1,3,1,230,3,3,0,19124,48,85,313.15,3,5,6,8,3,5,144,0,7,2,1,18553,46.17,73400,137.54,4868,5496
7/9/05,3,1,1,3,1,120,3,1,1,41180,29,189,2207.03,2,5,5,8,1,5,57,6,0,2,1,2533,3.63,74300,130.84,1016,1111
7/9/05,7,1,1,3,1,241,3,3,0,38860,23,5,19,2,2,5,5,1,2,364,0,0,2,1,4170,9.21,77800,106.42,971,1690
7/9/05,9,2,1,1,1,115,3,6,1,,28,83,9503,4,4,7,7,4,4,,0,0,2,4,5576,86.71,45600,61.31,736,1895
7/9/05,5,1,1,3,1,78,3,4,,16700,45,15,208.06,2,5,3,8,2,5,30,0,0,2,1,3269,39.16,68800,75.68,704,1344
7/9/05,7,1,1,3,1,245,3,4,,16700,45,19,58,2,5,5,8,2,5,102,0,0,2,1,6035,28.47,68800,121.02,1939,2325
7/9/05,3,1,1,3,1,203,3,1,1,14010,17,113,1.04,2,5,5,8,2,5,116,9,0,2,1,11812,25.13,79200,94.37,2150,2763
7/9/05,3,1,1,1,1,351,3,1,1,,36,97,9501,2,2,5,5,1,2,121,0,0,2,1,4995,4.1,62500,113.1,1915,2695
7/9/05,7,1,1,3,1,466,3,4,,41740,6,73,136.05,2,5,5,8,1,5,179,0,0,2,1,6523,29.27,79300,157.29,1745,1993
7/9/05,7,1,1,3,1,180,3,1,1,26900,18,57,1111.02,2,2,5,5,1,2,72,6,0,2,1,7993,18.22,68400,161.69,2868,3368
7/9/05,7,2,1,1,1,250,2,1,1,38860,23,5,41,2,5,5,8,2,5,67,2,0,2,1,6129,5.71,77800,113.57,2001,2401
7/9/05,7,2,1,1,1,303,1,1,1,16974,17,31,8109,1,5,5,8,2,5,72,2,0,2,1,6210,37.2,77500,74.04,1569,1792
7/9/05,7,1,1,1,1,400,3,1,1,16740,37,25,415.02,2,5,3,8,1,5,225,6,0,2,1,6522,24.29,67700,112.54,1913,2331
7/9/05,9,1,1,1,1,281,3,6,1,19124,48,85,305.22,2,2,5,5,1,2,72,1,0,2,4,6961,47.26,73400,150.33,1906,1972
7/9/05,7,2,1,3,1,175,3,1,1,,4,17,9648,2,5,5,8,1,5,87,2,0,2,1,4447,12.32,47100,117.92,1417,3681
7/9/05,3,3,1,1,1,185,3,1,1,19124,48,257,502.03,2,2,5,5,1,2,51,6,0,2,1,8956,29.4,73400,114.23,2602,3063
7/9/05,9,1,1,1,1,212,3,3,0,39300,25,5,6551,2,5,5,8,2,5,38,0,7,2,1,4084,4.16,74500,118.94,1345,1569
7/9/05,9,1,1,1,2,315,3,4,,33124,12,86,84.09,3,3,6,6,1,2,287,0,0,2,1,5660,68.48,51800,157.61,1563,1714
7/9/05,9,1,1,1,1,278,3,6,1,22744,12,11,703.13,1,5,5,8,1,5,81,3,0,2,4,10404,60.84,64100,156.07,2349,3261
7/9/05,3,1,2,1,1,77,3,3,0,40484,33,17,845,3,5,6,8,3,5,18,0,1,2,1,4270,3.61,93800,72.58,1049,1347
7/9/05,7,2,1,1,1,270,3,4,,36740,12,69,313.1,1,2,5,5,1,2,103,0,0,2,1,15348,34.83,58400,149.53,4596,5934
7/9/05,7,1,1,3,1,424,3,1,1,20500,37,135,119.02,2,5,5,8,1,5,358,1,0,2,1,3645,25.68,71200,179.97,934,1279
7/9/05,7,1,1,3,1,380,3,1,1,33874,42,29,3038.02,2,5,5,8,3,5,96,3,0,2,1,8605,16.85,102600,126.7,2705,2776
7/9/05,7,1,1,1,1,450,3,6,1,41940,6,85,5125.08,4,4,7,7,4,4,,1,0,2,4,8419,66.02,111200,76.58,1334,2322
7/9/05,9,2,1,1,1,203,3,6,1,26420,48,201,2523.02,4,4,7,7,4,4,,2,0,2,4,12636,88.47,72500,102.74,2859,3586
7/9/05,7,3,1,3,1,207,3,4,,28940,47,93,51,2,5,5,8,1,5,,0,0,2,1,5799,9.42,61600,126,2042,2362
7/9/05,7,2,1,1,1,309,3,1,1,47894,51,107,6118.06,3,5,6,8,3,5,88,9,0,2,1,8957,53.81,107600,144.01,2348,2574
7/9/05,7,2,1,1,1,540,3,6,1,35614,36,81,294,4,4,7,7,4,4,,2,0,2,4,6827,99.28,73700,116.12,1597,2265
7/9/05,7,1,1,3,1,440,3,4,,11244,6,59,1103.03,2,5,5,8,1,5,77,0,0,2,1,4851,63.86,88000,97.56,1055,1361
7/9/05,7,3,1,1,1,300,1,1,1,38060,4,13,610.18,2,2,5,5,1,2,159,7,0,2,1,4639,6.51,66200,121.23,2435,3251
7/9/05,7,1,1,1,1,344,3,4,,33124,12,86,123,1,5,5,8,2,5,66,0,0,2,1,7278,96.94,51800,168.03,1609,1903
7/9/05,7,1,1,3,1,361,3,1,1,45300,12,57,114.08,2,2,5,5,1,2,209,3,0,2,1,3146,35.76,59800,144.85,798,962
7/9/05,7,3,1,3,1,127,3,1,1,39380,8,101,29.03,2,2,5,5,1,2,34,2,0,2,1,6354,51.81,50500,140.02,1620,2350
7/9/05,9,3,1,3,1,288,3,3,0,33124,12,86,110.07,1,5,3,8,1,5,126,0,4,2,1,6342,67.57,51800,98.48,1265,2197
7/9/05,7,3,1,3,1,207,3,6,1,45300,12,57,133.1,4,5,7,8,4,5,,2,0,2,4,2608,52.07,59800,142.15,648,789
7/9/05,7,3,1,1,1,400,3,6,1,36740,12,97,432.04,4,4,7,7,4,4,,2,0,2,4,16372,53.75,58400,107.42,3292,5286
7/9/05,9,1,1,3,1,240,3,6,1,19740,8,5,833,2,2,5,5,1,2,136,3,0,2,4,4754,37.55,83900,86.74,1472,1581
7/9/05,7,2,1,1,1,157,3,6,1,29820,32,3,62.03,4,5,7,8,4,5,29,2,0,2,4,3132,62.8,61900,75.42,588,956
7/9/05,3,3,1,1,1,251,3,1,1,18020,18,5,113,2,5,5,8,1,5,118,2,0,2,1,5839,4.8,64900,109.56,1705,2122
7/9/05,9,1,1,3,1,97,3,6,1,36084,6,1,4377.01,2,5,2,8,1,5,130,1,0,2,4,3827,90.99,97400,46.23,256,483
7/9/05,7,2,1,3,1,301,3,5,,40140,6,65,422.14,2,5,5,8,1,5,,0,0,2,1,6527,68.73,63200,140.62,1404,1890
7/9/05,2,1,1,1,1,149,2,1,1,16860,13,47,307,2,5,5,8,1,5,121,3,0,2,1,8299,9.21,59500,96.29,1735,2928
7/9/05,7,2,1,1,1,110,3,1,1,20700,42,89,3003.04,2,5,5,8,1,5,29,7,0,2,1,6747,39.88,74900,93.92,1700,3262
7/9/05,7,3,1,3,1,102,3,3,0,23460,1,55,16,2,2,3,3,1,2,24,0,0,2,1,3683,74.12,54700,92.82,942,1643
7/9/05,7,1,1,3,1,395,3,1,1,19740,8,31,26.02,2,5,5,8,1,5,164,6,0,2,1,2848,22.19,83900,131.9,439,200
7/9/05,7,1,1,1,2,356,3,3,0,22380,4,5,11.02,2,2,5,5,1,2,432,0,9,2,1,7095,44.67,62800,72.02,1039,2106
7/9/05,7,1,1,1,1,288,2,1,1,39900,32,31,22.06,2,5,2,8,1,5,150,3,0,2,1,6479,34.28,68100,115.27,1304,2032
7/9/05,7,2,1,3,1,235,3,4,,29820,32,3,32.31,1,5,6,8,1,5,152,0,0,2,1,7942,39.96,61900,132.83,1285,1808
7/9/05,9,1,1,1,1,530,3,3,0,16740,37,119,30.11,2,2,5,5,1,2,138,0,7,2,1,6024,11.84,67700,186.97,2035,2044
7/9/05,7,1,1,1,1,223,3,1,1,41620,49,35,1129.04,2,5,5,8,1,5,44,1,0,2,1,6605,32.26,75400,90.67,1480,1861
7/9/05,7,2,1,3,1,290,3,2,0,40140,6,65,464.05,3,5,6,8,2,5,63,0,0,2,1,3378,56.57,63200,99.44,834,1155
7/9/05,7,1,1,1,2,133,2,4,,22220,5,143,101.02,2,5,5,8,2,5,110,0,0,2,1,8765,12.93,64400,184.87,2661,3230
7/9/05,7,1,1,3,1,75,3,4,,22744,12,11,601.12,1,5,3,8,2,5,34,0,0,2,1,6113,56.9,64100,62.69,2031,1327
7/9/05,9,1,1,1,1,302,3,6,1,46520,15,3,35.01,2,5,2,8,2,5,62,3,0,2,4,2276,80.71,86600,109.03,474,181
7/9/05,9,1,1,3,1,195,3,3,0,11260,2,20,17.01,2,2,5,5,2,1,65,0,1,2,1,7195,46.45,89400,120.5,2014,2640
7/9/05,9,1,1,1,2,180,3,6,1,40140,6,71,104.11,2,2,5,5,1,2,111,0,0,2,4,7153,31.4,63200,58.64,1459,3227
7/9/05,9,3,1,1,1,480,3,1,1,31084,6,37,1312,3,3,6,6,3,3,124,2,0,2,1,3088,64.48,64300,112.3,773,1096
7/9/05,7,2,1,3,1,228,3,3,0,36540,31,177,502.01,2,2,3,5,2,1,90,0,7,2,1,4048,0.91,75000,128.52,1417,1574
7/9/05,9,1,1,3,2,203,3,6,1,28940,47,145,309,4,4,7,7,4,4,,1,0,2,4,5924,4.52,61600,81.87,1724,2466
7/9/05,7,1,1,1,1,360,3,4,,29460,12,105,123.04,2,2,5,5,1,2,218,0,0,2,1,5706,20.24,52500,170.6,1517,1927
7/9/05,1,1,1,3,1,118,3,1,1,40420,17,201,5.1,2,2,5,5,1,2,85,1,0,2,1,3133,15.83,60700,181.88,996,1160
7/9/05,1,1,1,1,1,273,3,1,1,12020,13,59,1304,2,5,5,8,2,5,94,6,0,2,1,5631,44.2,61500,112.29,1502,2609
7/9/05,9,1,1,3,2,59,3,2,0,23104,48,251,1302.08,3,3,6,6,1,2,120,0,0,2,1,5900,11.63,70900,88.28,1363,2226
7/9/05,7,1,1,1,1,166,3,1,1,47260,51,800,754.01,2,5,5,8,1,5,75,1,0,2,1,2263,47.9,73000,90.67,390,543
7/9/05,9,3,1,1,1,317,3,1,1,36540,19,155,214,2,2,5,5,1,2,176,2,0,2,1,3214,3.05,75000,132.93,1176,1347
7/9/05,3,1,2,1,1,39,3,2,0,,28,99,101,2,5,5,8,1,5,47,0,0,2,1,5805,19.71,45600,127.13,1874,2590
7/9/05,5,1,1,1,1,306,2,4,,19740,8,31,41.04,1,5,5,8,1,5,52,0,0,2,1,4738,56.29,83900,95.52,1511,1929
7/9/05,2,3,1,3,1,118,3,5,,48424,12,99,59.21,2,2,5,5,1,2,42,0,0,2,1,7519,23.39,67900,108.07,2480,2764
7/9/05,9,1,1,1,1,424,2,1,1,22220,5,7,206.05,2,2,5,5,1,2,118,1,0,2,1,4456,16.2,64400,135.7,940,1713
7/9/05,7,1,1,3,1,190,3,6,1,33700,6,99,5.04,4,4,7,7,4,4,,3,0,2,4,9417,64.02,57500,182.89,2271,2834
7/9/05,7,1,1,1,1,172,3,6,1,44140,25,13,8133.01,2,5,5,8,1,5,41,3,0,2,4,7487,7.85,66600,169.76,2241,2515
7/9/05,7,2,1,1,1,270,3,6,1,30780,5,119,42.15,4,4,7,7,4,4,,2,0,2,4,6066,23.97,62100,164.62,1524,1698
7/9/05,9,1,1,3,1,183,3,6,1,42220,6,97,1506.02,4,4,7,7,4,4,45,1,0,2,4,3890,27.53,83900,113.53,1305,1553
7/9/05,3,1,1,1,2,380,3,1,1,36420,40,109,1081.09,4,5,7,8,4,5,,0,0,2,1,5714,15.94,66600,157.99,1896,2035
7/9/05,9,2,1,3,1,167,3,1,1,25620,28,35,101.02,2,5,5,8,1,5,,2,0,2,1,6143,6.71,51600,118.26,1557,2159
7/9/05,9,1,1,1,1,93,3,1,1,36420,40,109,1069.03,1,5,5,8,2,5,21,1,0,2,1,6040,30.63,66600,80.84,1551,2071
7/9/05,9,3,1,1,1,140,3,6,1,40340,27,109,17.02,4,4,7,7,4,4,,2,0,2,4,4752,37.23,84100,72.67,933,1031
7/9/05,3,1,1,1,1,80,3,1,1,,36,101,9623,2,5,5,8,2,5,45,0,0,2,1,8423,17.81,62500,144.59,2153,2776
7/9/05,7,3,1,3,1,170,3,5,,17460,39,35,1322,2,5,3,8,1,5,69,0,0,2,1,2845,45.55,67900,97.38,855,1296
7/9/05,9,1,1,3,1,105,3,1,1,,19,125,304.01,2,2,5,5,1,2,54,3,0,2,1,4746,6.45,63900,103.73,1508,1878
7/9/05,9,1,1,1,1,208,3,1,1,35840,12,81,14.03,2,2,5,5,1,2,70,1,0,2,1,4795,28.13,65500,70,1516,2525
7/9/05,1,3,1,1,1,168,3,1,1,43340,22,17,244,2,5,3,8,1,5,36,7,0,2,1,4967,60.62,53700,141.89,1561,2127
7/9/05,9,1,2,1,1,150,3,1,1,,53,55,9601,3,2,6,5,1,2,47,0,0,2,1,5467,10.66,62100,109.24,1911,4555
7/9/05,9,1,1,1,1,236,3,6,1,32900,6,47,10.02,2,2,5,5,1,2,127,3,0,2,4,14791,60.79,48500,144.9,2192,4232
7/9/05,3,1,1,1,1,450,3,3,0,35614,36,81,1085,2,5,2,8,2,5,90,0,0,2,1,2496,56.97,73700,99.57,612,948
7/9/05,2,1,1,1,1,352,3,1,1,47894,51,107,6105.04,2,1,5,5,1,2,217,7,0,2,1,7610,32.92,107600,115.82,2000,2044
7/9/05,7,2,1,3,1,315,3,1,1,40140,6,71,35.03,1,1,6,6,1,2,,2,0,2,1,5792,91.61,63200,103.9,1068,1336
7/9/05,9,3,1,1,1,195,3,1,1,25540,9,3,4054.02,1,5,5,8,1,5,62,2,0,2,1,4125,34.06,90200,68.17,923,1066
7/9/05,7,2,1,3,1,153,3,1,1,25860,37,27,314.01,2,2,5,5,1,2,,2,0,2,1,3298,8.79,52000,83.38,871,1278
7/9/05,7,1,1,1,1,316,3,1,1,31700,33,11,109,2,5,5,8,2,5,108,7,0,2,1,7013,17.84,87200,79.25,1325,2203
7/9/05,7,1,1,3,2,95,3,3,0,26420,48,167,7258,3,5,6,8,3,5,157,0,7,2,1,3681,53.71,72500,83.64,576,1185
7/9/05,7,1,1,1,1,185,3,5,,29404,17,97,8640.02,2,2,5,5,1,2,128,0,0,2,1,6417,67.04,91600,63.67,1309,1694
7/9/05,7,1,1,1,1,511,3,6,1,42644,53,33,321.02,4,4,7,7,4,4,,3,0,2,4,5063,4.54,96000,123.49,1658,1901
7/9/05,3,2,1,1,1,337,3,1,1,26420,48,39,6607.01,2,2,5,5,1,2,115,9,0,2,1,15483,55.52,72500,186.04,3596,4043
7/9/05,7,3,1,3,1,365,3,1,1,38060,4,13,8160,1,2,5,5,1,2,,2,0,2,1,12261,21.69,66200,188.93,2844,3435
7/9/05,3,1,1,3,2,287,3,4,,41980,72,127,16,1,5,5,8,2,5,90,0,0,2,1,1831,98.09,25900,171.43,814,287
7/9/05,5,3,1,1,1,193,3,1,1,22020,38,17,405,2,5,5,8,1,5,51,6,0,2,1,30256,6.3,75200,123.7,6756,8008
7/9/05,7,2,1,1,1,216,3,6,1,39740,42,11,129,4,4,7,7,4,4,,2,0,2,4,7438,2.57,68900,121.76,2433,3097
7/9/05,7,1,1,3,1,285,3,1,1,19740,8,5,71.06,2,2,5,5,1,2,84,7,0,2,1,5103,30.18,83900,135.74,1494,1584
7/9/05,7,1,1,1,1,116,3,1,1,,8,43,9783,2,5,5,8,2,5,41,3,0,2,1,5378,13.03,63800,72.61,1652,2582
7/9/05,7,1,1,1,1,164,3,3,0,29820,32,3,32.14,2,2,5,5,1,2,34,0,6,2,1,1780,14.66,61900,86.46,803,1034
7/9/05,7,1,1,1,1,99,3,6,1,18140,39,49,94.4,4,4,7,7,4,4,,3,0,2,4,4585,22.77,73900,100.61,1272,1469
7/9/05,3,1,1,1,1,1249,3,6,1,41884,6,81,6056,4,4,7,7,4,4,,0,0,2,4,5861,35.59,113100,219.4,1819,2183
7/9/05,5,1,1,1,1,216,2,1,1,19124,48,85,313.13,3,5,6,8,3,5,97,7,0,2,1,13192,44.44,73400,203.9,3149,3540
7/9/05,7,1,1,1,1,142,3,1,1,34980,47,147,801.04,2,2,5,5,1,2,72,3,0,2,1,7155,4.67,67500,93.34,2113,2683
7/9/05,7,3,1,1,1,303,3,4,,45104,53,53,714.11,2,2,5,4,1,2,64,0,0,2,1,5269,39.89,74500,98,1179,1691
7/9/05,7,1,1,1,2,105,3,4,,14260,16,27,204.02,1,1,5,5,1,2,138,0,0,2,1,5456,26.45,64000,66.23,1323,2151
7/9/05,7,1,1,1,1,200,3,6,1,33340,55,79,199,4,5,7,8,4,5,80,1,0,2,4,3922,37.15,72400,77.22,1080,1413
7/9/05,7,3,1,3,1,132,3,3,0,12060,13,151,703.1,2,5,5,8,1,5,84,0,7,2,1,3886,31.21,69200,87.87,1069,1475
7/9/05,3,1,1,1,2,600,2,1,1,40484,33,17,885,2,2,5,5,1,2,773,6,0,2,1,4376,1.67,93800,89.86,1362,2336
7/9/05,5,1,1,1,1,76,1,7,0,,,,,2,5,5,8,2,5,28,0,3,2,1,,,,,,
7/9/05,7,1,2,1,1,118,3,3,0,46540,36,65,245,2,2,5,5,2,1,,0,0,2,1,4925,4.59,62100,86.61,1340,1955
7/9/05,2,1,1,1,1,167,3,1,1,33124,12,86,90.34,1,5,5,8,1,5,62,6,0,2,1,8101,86.34,51800,187.38,1855,1973
7/9/05,7,1,1,1,1,117,3,1,1,48424,12,99,23,2,5,3,8,1,5,26,1,0,2,1,2413,61.67,67900,36.94,270,569
7/9/05,7,1,1,3,1,80,3,1,1,20700,42,89,3003.09,2,5,5,8,1,5,38,1,0,2,1,5083,48.14,74900,81.32,1381,3023
7/9/05,7,1,1,3,1,101,3,4,,19124,48,113,164.09,2,2,5,5,1,2,70,0,0,2,1,3644,65.37,73400,146.21,1170,1221
7/9/05,7,1,2,1,1,33,3,3,0,,22,127,9603,3,5,5,8,2,5,15,0,0,2,1,2666,42.16,47200,55.05,604,1446
7/9/05,7,2,1,1,1,261,3,1,1,33340,55,79,1402.01,2,5,5,8,1,5,55,2,0,2,1,5130,14.27,72400,100.63,1427,1953
7/9/05,9,2,1,1,1,216,3,6,1,36220,48,135,25.01,4,4,7,7,4,4,,2,0,2,4,4964,46.6,72400,159.82,1358,1441
7/9/05,9,1,1,3,2,68,3,1,1,45780,39,95,85,2,5,5,8,2,5,60,1,0,2,1,3750,31.79,61500,84.59,1076,1445
7/9/05,9,1,1,1,1,290,2,1,1,37860,12,33,36.03,2,5,5,8,1,5,108,0,0,2,1,7417,19.19,62000,120.9,2354,2833
7/9/05,7,1,1,1,1,183,3,6,1,26900,18,57,1104.04,4,4,7,7,4,4,,1,0,2,4,5228,5.87,68400,161.42,1454,1509
7/9/05,7,2,1,1,1,172,2,1,1,16700,45,19,31.14,2,5,3,8,1,5,42,2,0,2,1,8004,46.79,68800,86.59,1298,2124
7/9/05,7,2,1,1,1,432,3,1,1,47894,51,59,4812.02,2,2,5,5,1,2,117,7,0,2,1,6467,67.81,107600,91.69,1184,1470
7/9/05,9,1,1,3,1,717,3,1,1,19740,8,31,39.01,3,5,6,8,3,5,510,0,0,2,1,4728,6.51,83900,205.96,1824,1655
7/9/05,7,1,1,3,2,155,3,4,,16700,45,15,207.1,2,2,5,5,1,2,154,0,0,2,1,5763,29.95,68800,104.57,1489,1899
7/9/05,7,1,1,1,1,202,2,1,1,33874,42,91,2106,2,2,5,5,1,2,75,3,0,2,1,4317,22.15,102600,98.08,1218,1330
7/9/05,5,1,1,1,1,95,3,1,1,12260,45,3,212.03,2,5,5,8,1,5,65,0,0,2,1,8033,17.27,62000,154.85,3057,3984
7/9/05,7,1,1,3,1,346,3,2,0,35084,34,27,455.01,2,2,5,5,1,2,108,0,0,2,1,5061,13.34,99800,131.27,1666,1702
7/9/05,7,1,1,1,1,424,3,1,1,47664,26,125,1270,2,2,5,5,1,2,206,1,0,2,1,5580,4.84,79600,130.58,1862,2081
7/9/05,7,1,1,1,1,132,2,1,1,39340,49,49,8.01,2,5,5,8,2,5,34,6,0,2,1,5600,40.64,69200,73.97,992,1595
7/9/05,1,1,1,1,1,523,3,1,1,36084,6,13,3032.05,2,2,5,5,1,2,174,0,0,2,1,7649,27.32,97400,122.08,2863,3404
7/9/05,7,4,1,1,1,157,3,6,1,25060,28,59,402.04,4,4,7,7,4,4,,2,0,2,4,7453,16.93,53200,121.32,1992,2815
7/9/05,7,1,1,3,1,152,3,2,0,40484,33,17,880,3,5,6,8,1,5,85,0,0,2,1,4606,1.06,93800,75.41,1409,1965
7/9/05,7,1,1,1,1,57,3,1,1,,19,109,9505,2,2,5,5,1,2,48,1,0,2,1,3373,0.62,63900,111,1270,1523
7/9/05,3,1,1,1,1,332,3,1,1,41180,29,189,2179.44,2,2,5,5,1,2,126,6,0,2,1,5602,10.12,74300,194.3,1799,1937
7/9/05,7,1,1,3,1,180,3,4,,41700,48,187,2106.08,2,2,5,5,2,1,52,0,0,2,1,4481,58.11,64300,82.07,826,1452
7/9/05,7,1,1,3,1,108,3,3,0,26420,48,201,5553.03,2,5,5,8,2,5,42,0,1,2,1,5722,29.5,72500,140.32,1345,1725
7/9/05,9,1,1,3,1,271,3,3,0,38900,41,5,207,2,2,5,5,1,2,86,0,3,2,1,3923,5.96,74700,127.18,1097,1390
7/9/05,7,1,1,3,1,110,3,3,0,33340,55,131,4001.03,2,5,5,8,2,5,27,0,0,2,1,4025,3.58,72400,112.01,1383,1568
7/9/05,9,1,1,3,1,241,3,1,1,41740,6,73,133.02,2,5,5,8,1,5,57,0,0,2,1,4904,76.12,79300,97.24,1033,1446
7/9/05,7,1,1,1,1,9,2,1,1,19740,8,5,858,2,5,5,8,2,5,45,9,0,2,2,1686,18.92,83900,103.79,493,555
7/9/05,1,1,1,3,1,150,3,1,1,35614,34,31,1964.01,2,2,5,5,1,2,129,0,0,2,1,4101,17.12,73700,161.09,1171,1394
7/9/05,9,1,1,1,1,560,3,4,,42644,53,61,520.03,2,5,2,8,1,5,113,0,0,2,1,8931,39.49,96000,127.69,2250,2775
7/9/05,7,3,1,3,1,177,3,1,1,37860,12,113,107.08,2,5,5,8,1,5,,2,0,2,1,5467,14.87,62000,86.48,1560,2199
7/9/05,7,1,1,3,1,273,3,1,1,35004,36,59,4135,3,5,6,8,3,5,150,3,0,2,1,8295,62.83,110800,96.36,1947,2210
7/9/05,7,2,1,1,1,98,2,1,1,28020,26,77,19.05,2,5,5,8,2,5,29,7,0,2,1,6024,16.92,61800,75.74,1338,1732
7/9/05,7,1,1,1,1,225,3,1,1,41700,48,91,3107.03,2,1,5,5,1,2,131,8,0,2,1,5565,19.77,64300,152.62,1848,2170
7/9/05,9,1,1,1,1,379,3,6,1,35614,34,29,7152,2,2,5,5,2,1,123,3,0,2,4,13178,31.17,73700,56.31,537,2049
7/9/05,3,1,1,3,2,100,3,1,1,12060,13,135,506.07,2,2,3,3,2,1,122,0,0,2,1,17159,39.54,69200,137.39,4190,5250
7/9/05,7,1,1,3,1,60,3,4,,26900,18,97,3576,2,5,5,8,2,5,17,0,0,2,1,8112,33.57,68400,43.45,1304,2690
7/9/05,7,1,1,3,1,408,3,1,1,15764,25,17,3173.02,3,3,6,6,3,3,129,6,0,2,1,5605,11.2,104800,104.27,2100,1960
7/9/05,9,1,1,1,2,127,3,2,0,30860,49,5,10.02,1,5,5,8,1,5,131,0,0,2,1,5044,39.69,60200,70.58,665,1665
7/9/05,9,1,1,1,1,128,2,4,,19804,26,163,5548,3,5,6,8,2,5,65,0,0,2,1,3595,55.8,53500,111.34,1066,1292
7/9/05,7,2,1,1,1,169,2,1,1,26420,48,201,3308,1,5,5,8,1,5,42,2,0,2,1,11288,92.36,72500,91.81,2662,3192
7/9/05,1,2,1,1,1,225,2,1,1,38940,12,111,3821.13,2,5,5,8,1,5,46,7,0,2,1,13566,43.37,58000,76.8,3153,4441
7/9/05,7,1,1,1,1,204,2,1,1,22744,12,11,426,2,5,5,8,2,5,62,1,0,2,1,5076,29.08,64100,122.81,1156,1926
7/9/05,7,1,1,1,1,194,3,1,1,35380,22,51,270,3,3,6,6,3,3,76,0,0,2,1,5150,52.54,63300,76.58,1399,2398
7/9/05,9,1,1,1,1,491,3,1,1,41884,6,75,153,2,5,5,8,2,5,286,0,0,2,1,2141,35.26,113100,111.75,307,552
7/9/05,7,1,1,3,1,68,3,1,1,32820,47,157,205.41,2,5,5,8,1,5,58,3,0,2,1,5592,79.51,59100,101.58,1159,1768
7/9/05,7,1,1,1,1,375,3,1,1,36084,6,1,4403.07,3,5,6,8,1,5,103,1,0,2,1,4007,75.84,97400,63.22,1087,1528
7/9/05,7,2,1,1,1,380,2,2,0,35084,34,27,420,2,5,5,8,1,5,71,0,0,2,1,4618,23.8,99800,147.12,1452,1544
7/9/05,7,1,1,3,1,180,3,2,0,30780,5,119,24.05,2,5,3,8,1,5,36,0,0,2,1,4232,74.2,62100,104.69,1254,1965
7/9/05,5,1,1,1,1,115,3,4,,31700,33,11,162.02,2,2,5,5,1,2,124,0,0,2,1,5178,4.54,87200,119.49,1609,1850
7/9/05,7,1,1,1,1,636,3,1,1,42034,6,41,1142,3,3,6,6,3,3,197,5,0,2,1,3176,13.89,131500,85.06,815,1188
7/9/05,7,2,1,1,1,276,3,1,1,36420,40,109,1082.21,2,5,5,8,2,5,72,6,0,2,1,7973,19.6,66600,164.68,2249,2570
7/9/05,3,1,1,3,1,161,3,1,1,24860,45,45,30.09,2,5,5,8,1,5,236,7,0,2,1,6110,21.7,57800,148.74,1980,2268
7/9/05,7,1,1,1,1,423,2,1,1,16974,17,43,8401.03,2,2,5,5,1,1,246,6,0,2,1,6129,22.66,77500,112.02,2191,2066
7/9/05,7,2,2,1,1,63,3,3,0,,5,,,2,2,5,5,2,1,47,0,3,2,1,,,,,,
7/9/05,7,2,1,3,1,356,3,1,1,42644,53,33,94,2,2,2,2,1,2,68,2,0,2,1,5824,67.75,96000,70.3,1030,2057
7/9/05,7,1,1,1,1,94,3,1,1,,32,33,9702,2,5,5,8,2,5,50,1,0,2,1,5918,32.19,62900,124.14,1247,2196
7/9/05,9,1,1,1,1,13,3,6,1,35004,36,59,4100,4,4,7,7,4,4,97,9,0,2,4,3554,63.62,110800,99.13,1102,1179
7/9/05,7,1,1,1,1,361,3,1,1,36084,6,13,3790,1,1,5,5,2,2,101,1,0,2,1,6375,98.46,97400,44.54,705,1921
7/9/05,7,1,1,3,1,151,3,5,,38060,4,13,1166.02,2,5,5,8,2,5,33,0,0,2,1,8199,88.39,66200,78.86,1114,2116
7/9/05,7,1,1,1,1,255,3,6,1,12540,6,29,31.23,4,4,7,7,4,4,,3,0,2,4,18026,69.09,53000,170.01,3344,4670
7/9/05,7,1,1,3,1,204,3,5,,33460,27,53,95,2,5,5,8,2,5,84,0,0,2,1,3288,67.49,89800,56.36,515,1014
7/9/05,3,1,1,1,2,60,3,1,1,,48,213,9509.01,2,2,5,5,1,2,227,0,0,2,1,5437,7.52,54200,94.4,1670,3126
7/9/05,9,1,1,1,1,200,3,6,1,34980,47,165,212.03,2,2,5,5,1,2,135,1,0,2,4,5799,8.48,67500,112.76,1768,1956
7/9/05,9,1,1,1,1,127,3,6,1,16974,17,31,6309,4,4,7,7,4,4,47,7,0,2,4,5347,96.45,77500,61.86,747,1237
7/9/05,9,1,1,1,2,96,3,6,1,34980,47,149,417,4,4,7,7,4,4,,3,0,2,4,5030,21.47,67500,71.38,1122,1615
