as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,9,2,1,1,1,156,3,1,1,,8,85,9664,2,5,5,8,1,5,32,2,0,2,1,6205,18.44,63800,82.16,1452,2453
7/9/05,7,2,1,3,1,585,3,3,0,31084,6,37,1171.02,2,5,5,8,1,5,94,0,5,2,1,2764,74.57,64300,77.15,618,650
7/9/05,7,3,1,1,1,272,2,1,1,31540,55,25,132,2,5,5,8,1,5,68,2,0,2,1,8917,8.2,81300,120.02,2745,3320
7/9/05,7,2,1,1,1,118,2,3,0,14454,25,23,5109,1,5,5,8,1,5,44,0,0,2,1,2380,77.98,94300,17.53,16,343
7/9/05,1,1,1,1,1,153,2,1,1,41700,48,29,1918.1,2,2,5,5,1,2,252,7,0,2,1,5439,45.08,64300,169.19,905,1281
7/9/05,3,1,1,1,1,225,3,1,1,,18,37,9533,2,2,5,5,2,1,89,0,0,2,1,7105,4.63,57300,106,1736,2713
7/9/05,9,2,1,3,1,165,3,1,1,,53,25,104,3,3,6,6,3,3,,2,0,2,1,8170,25.97,62100,105.34,1750,2810
7/9/05,7,1,1,3,1,375,3,4,,31700,33,11,11,2,2,3,5,1,2,188,0,0,2,1,5428,11.5,87200,87.16,1759,2002
7/9/05,2,2,1,1,1,604,2,2,0,41884,6,75,262,2,2,3,3,1,1,156,0,0,2,1,7746,90.3,113100,72.79,1339,1953
7/9/05,1,1,1,1,1,73,3,1,1,,55,71,4,2,1,5,5,2,2,76,1,0,2,1,4310,16.57,62600,95.19,1123,1823
7/9/05,9,1,1,1,1,248,3,4,,,5,27,9501,2,2,5,5,2,1,80,0,0,2,1,3879,33.51,46500,128.04,1288,1840
7/9/05,9,1,1,1,1,223,3,4,,33340,55,133,2036.02,2,2,5,5,1,2,79,0,0,2,1,5628,4.55,72400,121.49,1373,1869
7/9/05,1,1,1,3,1,27,3,1,1,13820,1,127,208,2,5,5,8,2,5,62,0,0,2,2,5913,8.88,61400,72.04,1765,3039
7/9/05,7,2,1,1,1,101,3,6,1,36420,40,109,1066.01,4,4,7,7,4,4,,2,0,2,4,2787,28.53,66600,72.44,822,1379
7/9/05,7,1,1,3,1,250,3,5,,36084,6,1,4513,2,5,5,8,1,5,89,0,0,2,1,7124,33.77,97400,120.47,1889,2238
7/9/05,7,1,1,1,1,332,2,1,1,11260,2,20,15,2,2,5,2,2,1,75,8,0,2,1,4999,34.09,89400,140.51,1477,1958
7/9/05,7,2,1,1,1,488,3,2,0,47894,51,107,6110.06,3,3,6,6,1,2,160,0,0,2,1,5625,39.91,107600,120.53,1335,1492
7/9/05,7,1,1,3,1,424,3,1,1,38060,4,13,2168.51,2,5,5,8,2,5,397,5,0,2,1,3578,12.83,66200,293.43,1436,2123
7/9/05,3,1,1,3,1,110,3,1,1,23900,42,1,316,2,2,5,5,1,2,116,0,0,2,1,7119,6.01,73900,121.17,2391,2860
7/9/05,9,3,1,3,1,117,3,3,0,21420,40,47,14.02,2,5,5,8,1,5,49,0,9,2,1,4278,16.81,56200,127.1,1181,1764
7/9/05,7,2,1,3,1,277,3,4,,39300,44,5,416.01,2,5,5,8,1,5,95,0,0,2,1,2956,1.83,74500,94.99,848,1251
7/9/05,5,1,1,3,1,198,3,1,1,16974,17,31,8036.07,2,2,5,5,2,1,88,0,0,2,1,5055,14.48,77500,143.67,1677,1705
7/9/05,9,1,1,1,1,424,3,1,1,24540,8,123,22.09,3,3,6,6,1,2,115,1,0,2,1,1372,4.01,75700,140.15,349,409
7/9/05,9,3,1,1,1,190,3,1,1,16974,17,111,8709.02,1,1,5,5,1,2,53,2,0,2,1,7780,13.32,77500,117.84,2111,2817
7/9/05,7,1,1,3,1,400,3,4,,19124,48,113,181.22,2,5,5,8,2,5,180,0,0,2,1,14070,45.13,73400,129.36,3794,4768
7/9/05,9,1,1,1,1,740,1,7,0,,,,,2,5,5,8,2,5,135,0,3,2,1,,,,,,
7/9/05,1,1,1,1,1,129,3,1,1,31140,21,111,119.07,2,5,5,8,2,5,79,3,0,2,1,4586,13.61,65600,90.28,1379,1710
7/9/05,9,1,1,1,1,263,2,1,1,41180,29,183,3111.46,3,3,6,6,3,3,144,3,0,2,1,4587,17.24,74300,147.1,1552,1438
7/9/05,9,1,1,1,1,270,2,1,1,38900,41,71,302.01,2,2,5,5,1,2,109,3,0,2,1,6723,24.05,74700,61.37,900,1586
7/9/05,5,1,1,3,1,103,3,1,1,27260,12,31,143.38,3,5,6,8,3,5,55,0,0,2,1,4598,53.81,64300,81.05,1010,1644
7/9/05,5,1,1,1,1,128,2,1,1,47940,19,17,46,2,5,5,8,1,5,52,0,0,2,1,4829,1.55,69900,126.92,1607,1904
7/9/05,3,1,3,1,3,235,3,1,1,29404,17,97,8642.06,2,5,5,8,1,5,,0,0,2,1,3718,34.43,91600,71.82,914,1278
7/9/05,7,1,1,1,1,270,3,1,1,35380,22,71,131,3,3,5,5,1,2,110,1,0,2,1,1500,90.87,63300,30.47,218,843
7/9/05,9,1,1,1,1,247,2,4,,27260,12,109,207.07,2,5,5,8,1,5,62,0,0,2,1,5786,20.12,64300,130.09,1629,2063
7/9/05,9,2,1,1,1,225,3,6,1,,31,101,2,4,4,7,7,4,4,,2,0,2,4,3238,8.15,62600,110.89,1046,1501
7/9/05,2,1,1,1,1,111,2,1,1,23104,48,439,1139.17,2,5,3,8,2,5,36,0,0,2,1,6884,52.47,70900,115.29,1838,2209
7/9/05,7,1,1,1,1,232,2,4,,25940,45,13,21.06,2,5,5,8,2,5,85,0,0,2,1,9043,33.76,67600,104.76,2133,3399
7/9/05,7,1,1,3,1,106,3,1,1,30780,5,119,42.12,2,5,5,8,1,5,36,1,0,2,1,6342,21.73,62100,210.72,1694,1774
7/9/05,7,1,1,1,1,612,3,3,0,31084,6,37,1327,2,5,5,8,1,5,132,0,4,2,1,5509,66.27,64300,76.7,685,1009
7/9/05,3,1,1,3,1,263,3,1,1,46140,40,145,304.02,2,2,5,5,1,2,89,6,0,2,1,4356,14.65,63500,111.08,1491,1778
7/9/05,7,1,1,3,1,153,3,1,1,12060,13,117,1304.03,2,5,5,8,2,5,30,1,0,2,1,5709,23.33,69200,103.01,1571,2084
7/9/05,7,2,1,1,1,113,3,6,1,12060,13,247,603.06,4,4,7,7,4,4,,2,0,2,4,3097,75.4,69200,100.03,856,1047
7/9/05,2,1,1,1,1,99,3,1,1,,47,77,9754,2,2,5,5,1,2,64,0,0,2,1,4423,29.57,47900,82,997,2176
7/9/05,7,1,1,3,1,173,3,1,1,24340,26,81,116,2,3,5,6,1,3,85,0,0,2,1,7907,13.17,67000,114.22,2196,2637
7/9/05,3,1,1,3,2,199,3,1,1,12700,25,1,120.02,2,2,5,5,1,2,129,1,0,2,1,2861,16.39,90200,74.34,711,2823
7/9/05,9,1,1,1,1,300,3,1,1,17460,39,103,4050,2,2,5,5,2,1,97,0,0,2,1,4551,2.97,67900,158.81,1535,1766
7/9/05,7,1,1,1,1,288,2,3,0,47300,6,107,7.01,2,5,5,8,2,5,103,0,4,2,1,2632,70.93,47300,107.1,508,851
7/9/05,7,2,1,3,1,85,3,1,1,33874,42,91,2058.05,2,5,5,8,2,5,22,2,0,2,1,3332,35.71,102600,81.29,1072,1277
7/9/05,7,2,1,3,1,108,3,4,,21140,18,39,22,3,5,6,8,3,5,65,0,0,2,1,9398,55.22,58200,74.44,1511,2270
7/9/05,7,1,3,1,3,1170,3,1,1,38060,4,13,1045.01,4,5,7,8,4,5,,3,0,2,1,3459,73.2,66200,31.63,341,891
7/9/05,7,3,1,3,1,243,3,3,0,,53,41,9718,2,5,5,8,1,5,44,0,7,2,1,4346,4.07,62100,98.83,1352,2204
7/9/05,1,1,1,3,1,538,3,6,1,14454,25,23,5012.02,4,5,7,8,4,5,,0,0,2,4,7062,5.44,94300,165.17,2089,1941
7/9/05,9,2,1,1,1,105,3,6,1,19380,39,113,1002.01,4,4,7,7,4,4,,0,0,2,4,4610,24.69,63600,74.55,1032,1535
7/9/05,7,2,1,1,1,147,3,6,1,33460,27,141,305.02,4,5,7,8,4,5,,2,0,2,4,11545,6.34,89800,99.27,2900,3630
7/9/05,7,1,1,3,2,300,3,1,1,44140,25,13,8130,2,2,5,5,1,2,108,7,0,2,1,7314,5.18,66600,120.65,2487,3444
7/9/05,7,1,1,3,1,220,3,3,0,10900,34,41,320,3,5,6,8,3,5,44,0,0,2,1,6466,25.05,75200,113.42,1379,2398
7/9/05,9,1,1,1,1,701,3,1,1,11244,6,59,320.15,2,2,5,5,1,2,239,0,0,2,1,6712,32.91,88000,131.93,1581,1799
7/9/05,7,2,1,1,1,187,2,1,1,41700,48,29,1316.06,1,1,5,5,1,2,105,2,0,2,1,5365,67.88,64300,105.93,1271,1742
7/9/05,9,1,1,3,1,284,3,5,,35084,34,27,444.01,2,5,5,8,1,5,80,0,0,2,1,4506,10.41,99800,143.14,1441,1957
7/9/05,9,1,1,3,1,61,3,1,1,13220,54,19,202.02,2,5,5,8,2,5,26,3,0,2,1,4100,4.83,50800,100.1,1293,1795
7/9/05,5,1,1,1,1,170,3,1,1,38860,23,5,173.01,2,2,5,5,1,2,79,0,0,2,1,8905,12.84,77800,119.52,2581,3082
7/9/05,7,1,1,1,1,280,3,4,,,,,,2,5,5,8,2,5,72,0,0,2,1,,,,,,
7/9/05,9,1,1,3,1,219,3,5,,45300,12,103,243.01,2,5,5,8,2,5,92,0,0,2,1,3901,19.53,59800,104.98,1150,1641
7/9/05,7,1,1,3,1,101,3,5,,,18,103,9521,3,3,6,6,3,3,51,0,0,2,1,4682,6.02,57300,104.5,1591,1884
7/9/05,7,4,1,1,1,141,2,4,,,27,35,9514,1,5,5,8,1,5,33,0,0,2,1,5302,4.45,65300,105.3,1844,2482
7/9/05,9,1,1,3,1,60,3,1,1,45300,12,103,249.06,2,5,5,8,1,5,15,1,0,2,1,3565,18.04,59800,90.46,827,1296
7/9/05,9,1,1,3,2,18,3,6,1,33124,12,86,18.02,2,5,3,8,1,5,62,0,0,2,4,4070,99.46,51800,75.56,626,1393
7/9/05,7,1,1,3,1,193,3,1,1,38900,41,51,92.02,2,5,5,8,1,5,49,1,0,2,1,5019,40.71,74700,64.92,969,1476
7/9/05,7,1,1,1,2,189,3,5,,12060,13,135,506.05,2,2,2,2,1,2,26,0,0,2,1,14500,41.34,69200,121.17,3265,4262
7/9/05,7,3,1,1,1,424,3,1,1,31084,6,37,9012.05,2,5,5,8,1,5,81,9,0,2,1,11642,44.89,64300,136.53,2536,3460
7/9/05,5,1,1,1,1,175,2,3,0,23060,18,3,105,2,2,5,5,1,2,80,0,0,2,1,2638,7.05,63700,144.17,910,1080
7/9/05,7,1,1,1,1,495,3,1,1,42644,53,61,521.07,2,5,2,8,1,5,108,6,0,2,1,4931,28.8,96000,132.37,1334,1656
7/9/05,7,2,1,1,1,525,3,1,1,47894,51,600,3002,1,5,5,8,2,5,100,2,0,2,1,4997,36.76,107600,140.49,1413,1620
7/9/05,7,1,1,1,1,155,2,4,,18020,18,5,110,2,5,5,8,1,5,85,0,0,2,1,4868,5.53,64900,129.25,1529,1977
7/9/05,3,2,1,1,1,162,3,1,1,13820,1,73,123.02,2,2,5,5,1,2,85,6,0,2,1,3630,4.13,61400,96.89,1208,1606
7/9/05,9,1,1,1,1,444,3,6,1,19740,8,35,141.24,2,5,5,8,2,5,154,6,0,2,4,5379,11.02,83900,156.07,1647,1874
7/9/05,7,2,1,3,1,247,3,4,,33340,55,89,6602.02,3,5,6,8,3,5,60,0,0,2,1,5104,8.84,72400,142.77,1602,2008
7/9/05,9,3,1,3,1,123,3,6,1,28140,20,91,522.01,2,2,5,5,1,2,23,2,0,2,4,3632,28.28,74600,92.76,998,1482
7/9/05,9,1,1,3,1,210,3,4,,35614,36,47,80,3,3,6,6,1,2,58,0,0,2,1,4373,90.46,73700,74.6,432,985
7/9/05,3,2,1,1,1,152,3,1,1,44180,29,225,4701.02,2,2,5,5,1,2,83,6,0,2,1,5597,4.16,55200,92.79,1616,2317
7/9/05,7,3,1,1,1,97,2,1,1,,39,91,41,3,5,5,8,1,5,38,2,0,2,1,2865,1.92,57600,80.92,1086,2314
7/9/05,7,2,1,3,1,230,3,4,,41700,48,29,1316.08,3,5,6,8,3,5,,0,0,2,1,5764,80.59,64300,82.05,819,1299
7/9/05,9,1,1,1,1,27,3,4,,15180,48,61,104.02,1,5,5,8,1,5,30,0,0,2,1,6816,75.67,37900,118.85,1721,3001
7/9/05,7,1,1,3,1,195,3,1,1,31460,6,39,1.03,2,5,5,8,2,5,113,1,0,2,1,5001,13.66,51300,125.15,1572,2581
7/9/05,2,1,1,1,1,240,2,4,,26420,48,157,6732,2,2,5,5,2,1,124,0,0,2,1,10000,30.38,72500,201.84,3025,3519
7/9/05,7,3,1,1,1,120,2,1,1,,21,137,9202,2,5,5,8,1,5,39,7,0,2,1,6105,1.51,47800,114.74,1977,2559
7/9/05,7,3,1,1,1,237,2,1,1,17820,8,41,42,2,5,5,8,1,5,59,2,0,2,1,3817,31.44,73500,82.33,1129,1400
7/9/05,7,2,1,1,1,77,2,3,0,33860,1,101,56.05,2,3,5,6,1,3,62,0,4,2,1,3766,76.31,59700,127.9,1112,1321
7/9/05,3,1,1,1,1,424,3,1,1,19124,48,121,201.04,2,2,5,5,1,2,147,1,0,2,1,3679,23.54,73400,134.97,1167,1487
7/9/05,7,2,1,3,1,160,3,4,,14260,16,73,9501.01,2,5,5,8,2,5,,0,0,2,1,4238,37.99,64000,67.94,987,1604
7/9/05,7,1,1,3,1,84,3,4,,40660,13,115,20,2,5,5,8,2,5,48,0,0,2,1,4124,5.26,51900,93.28,1296,2064
7/9/05,5,1,2,3,1,87,3,1,1,34740,26,121,29,2,2,5,5,1,2,60,0,0,2,1,5243,9.84,53500,124.22,1615,1982
7/9/05,7,3,1,1,1,475,3,4,,17820,8,41,51.07,2,2,5,5,1,2,92,0,0,2,1,8045,29.32,73500,117.84,2087,2736
7/9/05,7,1,1,3,1,299,3,1,1,,13,147,9605,2,5,5,8,1,5,119,7,0,2,1,7934,37.71,46500,108.27,1795,3282
7/9/05,9,1,1,1,1,167,3,1,1,18140,39,49,93.73,3,5,6,8,3,5,58,1,0,2,1,6627,76.2,73900,65.78,1236,1692
7/9/05,9,1,1,3,1,90,3,6,1,,55,115,1010,4,4,7,7,4,4,58,3,0,2,4,3634,3.91,62600,97.85,1149,1413
7/9/05,9,1,1,3,1,53,3,1,1,44700,6,77,27.02,1,5,5,8,1,5,53,3,0,2,1,4769,89.91,61100,64.55,631,1147
7/9/05,3,2,1,1,1,143,3,4,,29740,35,13,13.04,1,1,5,5,1,2,34,0,0,2,1,7581,79.21,46900,109.1,2050,2734
7/9/05,7,1,1,3,2,940,3,2,0,,6,57,4.01,1,2,5,5,1,2,460,0,0,2,1,6060,20.12,59900,135.72,2116,3017
7/9/05,7,1,1,3,1,267,3,5,,49180,37,67,38.05,2,5,3,8,2,5,245,0,0,2,1,6395,61.25,56800,108.07,1352,1959
7/9/05,9,3,1,3,1,69,3,1,1,,19,187,9,2,5,5,8,1,5,,2,0,2,1,4750,23.26,63900,68.79,664,1163
7/9/05,9,1,1,1,1,410,3,6,1,33260,48,329,3.04,2,2,5,5,1,2,230,3,0,2,4,3989,31.24,91600,122.99,1062,1240
7/9/05,7,4,1,1,1,154,3,1,1,,37,85,707,2,5,3,8,1,5,51,9,0,2,1,5354,49.89,48700,89.28,930,1824
7/9/05,7,1,1,1,1,231,3,5,,34980,47,189,302.04,3,3,6,6,3,3,39,0,0,2,1,6805,6.67,67500,128.28,2147,2681
7/9/05,3,1,1,1,1,310,3,1,1,38300,42,19,9123.03,2,2,5,5,1,2,142,0,0,2,1,2888,8.97,72200,179.17,866,1213
7/9/05,7,1,1,1,1,529,3,4,,14500,8,13,121.04,2,5,5,8,2,5,180,0,0,2,1,2702,13.73,98200,140.57,926,1119
7/9/05,9,2,1,1,1,117,3,6,1,21340,48,141,34.02,4,4,7,7,4,4,,2,0,2,4,7164,90.52,45300,65.86,1065,1501
7/9/05,9,1,1,3,1,234,3,1,1,40484,33,15,520,2,2,5,5,1,2,76,8,0,2,1,6176,1.86,93800,108.02,2042,2291
7/9/05,7,2,1,1,1,127,3,3,0,26900,18,145,7107,2,5,5,8,2,5,36,0,0,2,1,6408,6.04,68400,97.42,1888,2582
7/9/05,7,1,1,1,1,424,3,3,0,29820,32,3,54.37,2,2,5,5,1,2,220,0,6,2,1,2610,13.6,61900,145.12,907,1714
7/9/05,7,1,1,1,1,451,3,3,0,31084,6,37,5433.06,2,2,2,2,1,2,129,0,1,2,1,7212,90.22,64300,145.46,1479,1770
7/9/05,9,1,1,1,1,382,3,6,1,41540,10,5,510.07,2,2,5,5,2,2,180,1,0,2,4,4944,6.57,65500,112.46,2016,4040
7/9/05,7,2,1,1,1,123,3,1,1,41540,24,39,9305,2,5,5,8,1,5,60,9,0,2,1,4083,20.16,65500,101.77,1357,2160
7/9/05,7,1,1,3,1,424,3,1,1,31084,6,37,4003.02,2,2,5,5,1,2,158,1,0,2,1,3047,60.49,64300,134.72,649,865
7/9/05,9,1,1,1,2,300,1,7,0,,,,,2,5,5,8,1,5,108,0,9,2,1,,,,,,
7/9/05,7,2,1,3,1,80,3,1,1,26620,1,89,28.02,3,3,6,6,3,3,81,2,0,2,1,7007,17.01,78200,100.29,2221,2841
7/9/05,7,1,1,1,1,392,3,1,1,19124,48,85,305.19,2,5,2,8,1,5,125,3,0,2,1,2282,41.37,73400,176.09,502,527
7/9/05,9,1,1,1,2,688,3,6,1,29820,32,3,58.52,4,5,7,8,4,5,,0,0,2,4,4321,52,61900,117.44,1083,1663
7/9/05,9,1,1,3,1,172,3,6,1,47664,26,147,6521,4,4,7,7,4,4,,1,0,2,4,2474,2.06,79600,86.18,858,979
7/9/05,9,1,1,1,1,166,2,4,,35614,34,23,82.06,2,2,5,5,2,1,127,0,0,2,1,3616,22.48,73700,72.91,1849,2222
7/9/05,9,1,1,1,2,106,3,6,1,46060,4,19,31.01,2,2,5,5,1,2,110,0,0,2,4,5984,46.39,59300,45.46,511,2181
7/9/05,7,4,1,1,1,70,3,6,1,,28,65,9502.01,2,5,5,8,1,5,34,2,0,2,4,3083,60.82,45600,78.23,1055,1429
7/9/05,7,1,1,1,1,102,3,1,1,43420,4,3,19,2,5,5,8,2,5,138,1,0,2,1,6369,26.02,55900,199.92,2363,2993
7/9/05,7,1,1,1,1,237,2,1,1,18140,39,159,503.01,2,5,5,8,1,5,103,7,0,2,1,3603,4.33,73900,126.7,1209,1411
7/9/05,5,1,1,3,1,130,3,4,,13020,26,17,2864,1,5,6,8,1,5,39,0,0,2,1,2781,7.41,65900,101.99,898,1095
7/9/05,7,1,1,1,2,206,3,1,1,38060,4,13,6102,3,3,6,6,3,3,282,9,0,2,1,7637,18.95,66200,154.2,2512,3852
7/9/05,9,1,1,3,2,386,3,3,0,31084,6,37,5027,1,5,5,8,1,5,210,0,4,2,1,6513,92.81,64300,93.83,1254,1618
7/9/05,9,3,1,1,1,363,3,6,1,19740,8,1,85.39,2,5,5,8,1,5,75,2,0,2,4,9265,49.23,83900,95.59,2487,2655
7/9/05,9,2,1,1,1,239,3,6,1,,32,19,9601.02,4,4,7,7,4,4,,2,0,2,4,7849,28.5,62900,83.33,1424,2649
7/9/05,7,3,1,3,1,320,3,3,0,46060,4,19,46.38,3,5,5,8,3,5,,0,0,2,1,10693,21.3,59300,148.84,3337,4507
7/9/05,7,1,1,1,2,107,3,1,1,39300,25,5,6414,2,5,5,8,1,5,89,1,0,2,1,2372,19.22,74500,43.85,175,553
7/9/05,9,3,1,3,1,585,3,3,0,47894,51,153,9012.31,2,2,5,5,1,2,168,0,4,2,1,6168,30.42,107600,136.69,1523,1641
7/9/05,7,1,2,1,1,52,3,1,1,19124,48,113,170.03,3,3,5,5,2,1,83,9,0,2,1,10056,61.86,73400,50.4,2209,3000
7/9/05,3,1,1,3,2,240,3,2,0,15980,12,71,16.02,2,5,5,8,1,5,99,0,0,2,1,3071,4.59,57900,98.01,1434,1993
7/9/05,7,2,1,1,1,211,3,1,1,41620,49,35,1112.01,2,5,5,8,1,5,57,9,0,2,1,2875,11.97,75400,106.31,681,720
7/9/05,7,2,1,1,1,149,2,3,0,18140,39,45,327.01,2,5,6,8,2,5,55,0,1,2,1,4315,34.02,73900,93.34,1276,1558
7/9/05,9,3,1,3,1,160,3,6,1,47260,51,740,2123,4,4,7,7,4,4,,0,0,2,4,4446,52.47,73000,52.01,768,1770
7/9/05,1,1,1,1,2,131,3,1,1,19124,48,85,302.03,1,5,6,8,1,5,134,1,0,2,1,16697,31.58,73400,106.23,4308,5325
7/9/05,7,1,1,1,1,12,3,1,1,40140,6,65,427.09,1,1,5,5,1,2,80,9,0,2,2,4314,42.77,63200,76.67,1500,1971
7/9/05,7,1,1,3,2,152,3,4,,29820,32,3,36.42,2,2,5,5,1,2,,0,0,2,1,4483,77.85,61900,118.17,685,1168
7/9/05,7,1,1,3,1,295,3,1,1,17020,6,7,26.02,2,5,5,8,2,5,187,0,0,2,1,3481,10.95,62600,97.96,1247,1833
7/9/05,9,1,1,3,1,98,3,3,0,17460,39,35,1232,2,2,5,5,2,2,57,0,7,2,1,3203,10.12,67900,101.03,1210,1539
7/9/05,7,3,1,1,1,381,3,1,1,19124,48,85,305.25,2,2,5,5,1,2,171,2,0,2,1,6549,20.81,73400,187.02,1681,1847
7/9/05,5,1,1,1,1,238,2,1,1,11460,26,161,4162,2,2,5,5,2,1,89,1,0,2,1,4162,10.76,88300,126.98,1344,1439
7/9/05,7,1,1,1,1,176,2,1,1,15764,25,17,3102,2,5,5,8,1,5,81,7,0,2,1,7003,38.75,104800,61.32,1317,1905
7/9/05,7,3,1,1,1,168,3,1,1,41700,48,29,1414.02,2,5,5,8,1,5,57,7,0,2,1,3664,85.21,64300,113.28,1070,1344
7/9/05,9,1,1,1,1,580,3,1,1,22744,12,11,606.03,2,5,3,8,2,5,350,0,0,2,1,4667,55.58,64100,132.28,918,999
7/9/05,7,1,1,1,1,100,2,1,1,,26,123,9712,2,5,1,8,1,5,34,6,0,2,1,4866,15.23,55800,100.97,1282,1969
7/9/05,3,1,1,1,1,532,3,1,1,42644,53,33,111.01,3,3,6,6,3,3,113,3,0,2,1,5096,81.42,96000,67.33,852,1179
7/9/05,7,1,1,1,1,124,2,1,1,45300,12,57,130.02,2,5,5,8,1,5,55,3,0,2,1,4989,41.03,59800,100.66,1198,1525
7/9/05,9,1,3,1,3,1305,3,1,1,41740,6,73,77.02,4,5,7,8,4,5,,0,0,2,1,3693,18.68,79300,130.79,512,1203
7/9/05,7,1,1,3,1,225,3,4,,10740,35,1,17,2,3,5,6,1,2,300,0,0,2,1,4697,37.04,61900,118.59,879,2409
7/9/05,3,1,1,3,2,68,3,1,1,45780,39,95,45.03,2,2,5,5,1,2,92,3,0,2,1,2639,12.58,61500,93.17,909,1252
7/9/05,7,1,3,3,2,672,3,4,,42340,13,51,113,3,5,6,8,1,5,,0,0,2,1,2465,53.06,64900,43.35,167,1016
7/9/05,7,2,2,3,1,76,3,3,0,10740,35,61,9701.02,2,5,5,8,2,5,35,0,9,2,1,6656,58.58,61900,92.45,2166,2781
7/9/05,7,1,2,3,1,31,3,3,0,,37,177,9601,2,5,5,8,1,5,18,0,3,2,1,4152,43.81,48700,75.62,1072,2000
7/9/05,7,1,1,3,1,142,3,3,0,19740,8,59,106.03,3,5,6,8,2,5,23,0,7,2,1,3447,30.95,83900,79.87,853,1448
7/9/05,7,2,1,1,1,255,3,1,1,26420,48,201,5429,2,2,3,3,1,2,137,0,0,2,1,13428,59.04,72500,116.87,3375,4160
7/9/05,7,2,1,3,1,120,3,3,0,,17,85,202,2,3,5,5,1,2,65,0,0,2,1,4821,4.83,60400,131.08,1504,2165
7/9/05,7,2,1,3,1,166,3,3,0,14260,16,1,14,2,5,5,8,2,5,45,0,1,2,1,4938,23.67,64000,52.12,878,2005
7/9/05,7,1,1,1,1,182,3,1,1,36420,40,109,1082.18,2,5,5,8,2,5,80,9,0,2,1,8787,27.5,66600,157.34,2811,3174
7/9/05,7,1,1,1,1,269,3,1,1,40484,33,15,650.01,2,5,5,8,1,5,90,7,0,2,1,8232,7.76,93800,109.43,2601,2927
7/9/05,7,3,1,3,1,87,3,1,1,16620,54,39,135,3,5,6,8,3,5,52,2,0,2,1,2685,8.9,52700,75.75,893,1355
7/9/05,7,1,1,1,1,248,1,1,1,19124,48,85,307.01,2,2,5,5,1,2,97,6,0,2,1,3672,53.43,73400,74.66,494,853
7/9/05,7,1,1,3,1,109,3,1,1,38300,42,3,4723,2,5,5,8,1,5,56,3,0,2,1,1891,7.4,72200,83.9,430,868
7/9/05,7,2,1,1,1,131,2,1,1,22500,45,41,2.02,2,5,5,8,1,5,47,0,0,2,1,7511,29.7,53900,128.13,1766,2102
7/9/05,7,3,1,1,1,305,2,1,1,33860,1,1,208.02,2,5,3,8,1,5,51,2,0,2,1,10915,10.51,59700,123.6,3307,4303
7/9/05,9,1,1,3,2,388,3,3,0,36140,34,9,217.02,2,3,5,6,2,3,55,0,1,2,1,2588,7.38,73400,108.46,974,2012
7/9/05,3,3,1,3,1,240,3,1,1,33460,27,37,610.07,2,5,5,8,1,5,77,0,0,2,1,4890,18.02,89800,105.49,1566,1681
7/9/05,5,1,1,1,1,176,2,1,1,19780,19,153,8.02,2,5,5,8,1,5,63,0,0,2,1,3178,4.25,82200,119.53,1139,1560
7/9/05,7,3,1,3,1,46,3,3,0,40140,6,65,449.19,1,1,5,5,1,2,73,0,0,2,1,4199,8.91,63200,99.39,2178,4303
7/9/05,7,1,1,1,1,394,2,1,1,12420,48,491,203.01,2,2,5,1,1,2,151,7,0,2,1,7183,21.4,81400,105.26,1948,2295
7/9/05,9,1,1,3,1,182,3,1,1,19740,8,35,141.08,2,5,5,8,1,5,78,1,0,2,1,5042,8.45,83900,149.37,1721,1916
7/9/05,7,1,1,3,1,164,3,4,,17140,39,61,211.02,3,5,5,8,2,5,53,0,0,2,1,6390,2.86,73600,140.55,2220,2232
7/9/05,7,1,1,3,1,215,3,1,1,35004,36,103,1466.05,2,2,5,5,1,2,121,1,0,2,1,959,14.08,110800,84.85,254,284
7/9/05,7,3,1,1,1,400,3,1,1,12580,24,27,6012.03,2,2,5,5,1,2,140,9,0,2,1,4280,70.72,91100,126.72,889,1073
7/9/05,7,1,1,3,1,360,3,2,0,35614,34,31,2238.02,2,5,5,8,1,5,83,0,0,2,1,7667,29.69,73700,157.05,1924,2369
7/9/05,9,1,1,3,1,194,3,6,1,27140,28,49,108.05,2,5,5,8,1,5,90,1,0,2,4,3899,45.96,61400,139.15,1096,1386
7/9/05,7,1,1,1,2,86,2,1,1,,54,23,9695,3,3,6,6,3,3,115,1,0,2,1,4251,1.69,49300,104.69,1200,1984
7/9/05,7,1,1,1,1,296,3,6,1,47664,26,125,1881,4,4,7,7,4,4,,3,0,2,4,2406,4.61,79600,175.32,920,965
7/9/05,7,2,1,3,1,201,3,1,1,26420,48,201,5416.01,1,5,5,8,1,5,,7,0,2,1,5415,45.17,72500,153.23,1482,1808
7/9/05,7,1,1,1,1,552,1,3,0,16974,17,31,8059.02,1,5,5,8,1,5,127,0,1,2,1,6559,25.75,77500,130.83,1613,1969
